,TimeStamp,Amount,N/P
43,1983-08-01 02:23:14.163036,-850,MAINTENANCE
44,1983-10-01 13:42:06.335632,-422,MAINTENANCE
45,1983-10-30 14:03:40.440157,-626,MAINTENANCE
46,1983-11-03 04:29:00.016881,28,Mehak
47,1983-12-17 00:13:48.552609,214,Liam
48,1984-01-01 12:15:52.044127,979,Joey
49,1984-01-29 03:48:08.821820,149,Joey
50,1984-03-09 09:55:56.260838,712,Joey
51,1984-03-19 01:46:43.039265,-2304,SUPPLIES
52,1984-04-04 09:43:12.123320,666,Mehak
53,1984-05-08 17:25:56.630278,357,Joey
54,1984-06-08 21:55:40.224261,323,Emma
55,1984-06-20 09:04:43.326628,-1322,FUNDING
56,1984-07-09 09:43:57.280281,379,Morgan
57,1984-08-15 06:42:54.665436,202,Liam
58,1984-08-26 14:56:32.740097,-476,SUPPLIES
59,1984-10-04 05:19:31.032071,-65,FUNDING
60,1984-11-21 21:23:55.320296,831,Emma
61,1984-12-28 18:12:38.180750,-489,SUPPLIES
62,1985-01-04 22:33:55.335335,-224,SUPPLIES
63,1985-03-20 07:11:17.213916,-100,FUNDING
64,1985-03-30 06:07:10.586663,-50,FUNDING
65,1985-04-22 20:55:16.174418,-85,FUNDING
66,1985-04-24 12:16:26.606922,740,Emma
67,1985-05-27 09:41:34.729476,-620,MAINTENANCE
68,1985-06-27 08:23:53.924733,-88,FUNDING
69,1985-07-13 20:55:50.810249,337,Jaden
70,1985-11-01 12:48:32.035755,128,Mehak
71,1985-12-19 12:07:42.884947,978,Morgan
72,1986-01-05 21:36:40.302011,-845,MAINTENANCE
73,1986-01-09 18:52:26.012593,-12,MAINTENANCE
74,1986-03-25 23:28:49.438610,496,Anthony
75,1986-04-08 02:46:59.233353,-1035,SUPPLIES
76,1986-04-12 10:06:31.239208,230,Jaden
77,1986-05-26 17:35:54.071630,148,Anthony
78,1986-06-13 02:58:28.328872,-304,SUPPLIES
79,1986-06-26 06:15:11.122249,106,Anthony
80,1986-07-09 15:46:35.501470,648,Jaden
81,1986-07-20 06:24:05.155091,-379,SUPPLIES
82,1986-08-12 05:38:17.792111,636,Liam
83,1986-11-06 01:35:17.417022,932,Nicoletta
84,1987-01-15 21:32:52.093145,1000,Emma
85,1987-01-22 21:44:38.596674,952,Joey
86,1987-04-26 12:38:40.856212,-3761,SUPPLIES
87,1987-07-16 19:52:10.700007,-200,SUPPLIES
88,1987-08-11 11:28:23.939249,0,MAINTENANCE
89,1987-08-19 19:53:27.612737,708,Liam
90,1987-11-25 07:04:22.283434,-113,FUNDING
91,1988-01-24 20:56:15.074520,932,Liam
92,1988-04-05 19:46:31.241363,-1407,FUNDING
93,1988-04-06 04:47:17.967413,64,Mehak
94,1988-04-13 23:14:37.401209,-273,FUNDING
95,1988-04-19 08:26:36.731662,-4,SUPPLIES
96,1988-05-11 10:22:18.882362,-3,FUNDING
97,1988-05-16 13:14:37.364291,221,Mehak
98,1988-06-02 19:59:38.018305,-38,MAINTENANCE
99,1988-07-15 03:02:04.274571,-34,SUPPLIES
100,1988-07-23 04:21:35.006421,184,Nicoletta
101,1988-08-03 15:15:23.918690,-222,MAINTENANCE
102,1988-10-02 20:51:46.583471,898,Liam
103,1988-10-08 20:01:45.186306,328,Liam
104,1988-11-09 15:08:24.486643,-667,FUNDING
105,1988-12-24 14:10:11.862066,-5,SUPPLIES
106,1989-03-14 13:47:42.573837,-10,FUNDING
107,1989-03-21 09:43:18.955413,-192,FUNDING
108,1989-07-21 22:01:30.915880,72,Joey
109,1989-08-16 00:06:36.849369,-84,SUPPLIES
110,1989-11-01 21:14:30.756808,67,Emma
111,1989-11-25 14:43:37.114925,-150,MAINTENANCE
112,1989-11-30 15:06:19.050996,908,Nicoletta
113,1990-01-27 03:05:43.699872,23,Joey
114,1990-01-30 03:22:55.525647,-1268,FUNDING
115,1990-02-07 17:13:04.757863,-1,FUNDING
116,1990-03-05 20:51:50.103493,374,Mehak
117,1990-03-13 21:13:39.093531,-6,FUNDING
118,1990-03-15 17:45:00.328552,-255,SUPPLIES
119,1990-04-12 07:42:39.659841,-26,SUPPLIES
120,1990-04-13 01:10:52.267161,-66,FUNDING
121,1990-04-16 15:45:42.204731,895,Nicoletta
122,1990-05-20 08:17:54.855198,293,Morgan
123,1990-07-29 22:14:31.346784,653,Anthony
124,1990-08-01 10:39:32.488536,-1597,SUPPLIES
125,1990-08-04 16:50:10.643648,-4,SUPPLIES
126,1990-08-04 19:02:42.474930,-109,SUPPLIES
127,1990-10-14 00:46:56.014647,295,Morgan
128,1990-10-18 08:34:01.544934,-104,MAINTENANCE
129,1990-10-28 14:55:21.967195,753,Joey
130,1990-12-07 19:19:10.050753,-426,MAINTENANCE
131,1991-02-27 11:35:09.169585,-286,SUPPLIES
132,1991-03-29 10:43:03.642867,347,Jaden
133,1991-04-01 20:41:12.670880,31,Jaden
134,1991-04-21 00:44:41.261746,940,Anthony
135,1991-05-02 03:38:11.040586,347,Emma
136,1991-07-28 18:52:29.897442,-1269,MAINTENANCE
137,1991-08-08 11:35:27.647410,476,Joey
138,1991-10-22 16:09:47.830310,-1229,FUNDING
139,1991-11-05 19:35:14.802114,-9,MAINTENANCE
140,1991-11-22 13:08:12.396771,159,Emma
141,1991-11-25 05:04:15.114050,-19,FUNDING
142,1992-01-06 00:03:24.036344,589,Jaden
143,1992-01-12 23:35:21.939703,-25,MAINTENANCE
144,1992-03-04 16:59:30.207452,642,Morgan
145,1992-03-28 11:29:57.291485,517,Nicoletta
146,1992-05-24 05:16:12.913121,103,Morgan
147,1992-06-01 17:57:16.729245,-1343,MAINTENANCE
148,1992-06-04 04:09:41.299997,-624,MAINTENANCE
149,1992-08-30 01:30:58.762268,845,Mehak
150,1992-11-22 20:37:48.182637,-202,FUNDING
151,1993-01-29 23:49:53.049471,-308,SUPPLIES
152,1993-02-05 02:46:52.074660,-247,SUPPLIES
153,1993-02-09 16:02:48.985885,260,Emma
154,1993-05-02 00:04:49.775314,579,Anthony
155,1993-05-25 23:41:30.102266,655,Nicoletta
156,1993-06-18 23:17:34.333427,604,Emma
157,1993-07-02 08:03:40.449799,801,Mehak
158,1993-07-25 15:28:02.022153,974,Nicoletta
159,1993-08-09 17:52:42.035106,-2548,SUPPLIES
160,1993-09-22 15:46:43.623554,-260,FUNDING
161,1993-10-14 15:50:45.411289,-674,FUNDING
162,1993-11-01 08:57:36.794437,-282,SUPPLIES
163,1993-11-30 10:03:30.540460,-83,FUNDING
164,1993-12-08 23:20:20.995017,66,Emma
165,1993-12-14 09:07:58.791076,-44,MAINTENANCE
166,1994-01-10 00:26:13.475578,-65,FUNDING
167,1994-01-22 07:57:43.534737,585,Liam
168,1994-02-05 19:37:59.306648,-540,SUPPLIES
169,1994-02-16 19:44:57.228310,-21,FUNDING
170,1994-02-19 21:10:58.934043,-98,MAINTENANCE
171,1994-03-23 06:13:15.036566,692,Joey
172,1994-04-07 08:54:12.039071,862,Morgan
173,1994-04-25 15:13:37.550593,-86,MAINTENANCE
174,1994-06-08 09:27:01.551772,771,Nicoletta
175,1994-10-01 13:15:26.427203,492,Liam
176,1994-10-17 10:25:59.111122,163,Nicoletta
177,1994-11-27 09:31:13.838301,216,Joey
178,1995-01-12 13:56:26.900455,55,Joey
179,1995-01-23 19:11:23.496716,-1578,MAINTENANCE
180,1995-03-24 22:50:27.850080,-1513,MAINTENANCE
181,1995-03-30 06:19:27.952300,-72,MAINTENANCE
182,1995-04-11 11:01:22.007346,-9,FUNDING
183,1995-07-07 23:27:00.194124,-10,FUNDING
184,1995-10-15 01:57:05.587311,351,Nicoletta
185,1995-12-06 03:40:01.075752,524,Anthony
186,1995-12-12 01:39:29.246080,-894,MAINTENANCE
187,1996-01-11 18:49:53.864236,-7,MAINTENANCE
188,1996-01-19 00:02:34.930036,30,Mehak
189,1996-02-03 10:21:35.722222,151,Anthony
190,1996-02-07 13:35:56.710013,-70,FUNDING
191,1996-05-10 20:58:15.693285,146,Liam
192,1996-05-14 11:16:03.639278,-72,MAINTENANCE
193,1996-05-16 21:05:19.635697,-55,MAINTENANCE
194,1996-05-20 10:19:17.650762,-111,MAINTENANCE
195,1996-05-31 03:12:50.778720,41,Jaden
196,1996-06-03 00:26:17.969615,602,Joey
197,1996-06-19 15:54:07.101056,-653,SUPPLIES
198,1996-06-21 16:39:20.377570,167,Jaden
199,1996-10-06 19:13:22.366619,701,Emma
200,1996-11-12 20:49:32.580849,22,Nicoletta
201,1996-12-03 17:42:19.596786,301,Joey
202,1996-12-06 20:18:17.677677,739,Mehak
203,1997-01-07 15:26:39.589612,-1349,SUPPLIES
204,1997-02-06 11:26:59.140203,619,Morgan
205,1997-02-18 17:23:49.898809,437,Joey
206,1997-03-21 13:56:12.570087,638,Jaden
207,1997-04-02 11:59:40.314941,-1496,FUNDING
208,1997-05-12 13:34:32.697695,-439,FUNDING
209,1997-06-07 21:00:13.439636,-63,MAINTENANCE
210,1997-06-15 00:39:34.132385,398,Mehak
211,1997-06-17 03:18:25.067704,374,Liam
212,1997-07-09 12:11:45.569204,803,Joey
213,1997-07-26 05:22:01.091850,-1230,SUPPLIES
214,1997-09-04 00:17:34.087430,453,Emma
215,1997-09-30 14:10:57.902757,634,Nicoletta
216,1997-11-10 19:05:57.834082,-1139,MAINTENANCE
217,1997-12-21 17:23:31.536818,20,Mehak
218,1997-12-28 04:32:44.276520,-449,FUNDING
219,1998-01-11 21:25:11.365924,-55,SUPPLIES
220,1998-01-12 15:56:54.197454,249,Mehak
221,1998-01-18 18:18:08.928969,-338,SUPPLIES
222,1998-02-24 08:06:02.500769,-10,SUPPLIES
223,1998-03-08 14:50:48.382084,5,Emma
224,1998-03-22 01:39:53.034384,85,Morgan
225,1998-04-07 22:08:57.782924,-78,MAINTENANCE
226,1998-07-31 09:01:06.869501,335,Morgan
227,1998-08-02 19:32:10.030077,-41,SUPPLIES
228,1998-10-14 18:09:02.965020,-294,SUPPLIES
229,1998-10-16 15:45:29.718448,-12,SUPPLIES
230,1998-11-09 07:56:41.065385,386,Anthony
231,1998-11-16 10:45:43.474575,970,Anthony
232,1998-11-19 14:04:32.321433,-796,SUPPLIES
233,1998-11-20 23:23:20.226378,-69,FUNDING
234,1998-12-08 11:45:22.451411,98,Liam
235,1998-12-11 03:25:54.539295,100,Mehak
236,1998-12-17 01:40:49.001986,565,Morgan
237,1999-01-07 11:48:56.226187,897,Morgan
238,1999-03-07 07:44:45.767401,457,Anthony
239,1999-06-04 06:42:37.803141,-866,MAINTENANCE
240,1999-06-11 02:15:28.689167,63,Liam
241,1999-06-20 23:11:32.945557,500,Mehak
242,1999-07-01 23:42:44.672182,331,Emma
243,1999-07-20 23:36:56.262129,-667,SUPPLIES
244,1999-09-19 17:35:01.377886,880,Joey
245,1999-10-23 18:48:25.371922,-2719,MAINTENANCE
246,1999-11-27 13:03:05.668584,-16,MAINTENANCE
247,2000-01-02 06:56:25.060074,-51,SUPPLIES
248,2000-02-20 00:35:33.335788,-51,FUNDING
249,2000-04-25 03:08:49.986032,-9,SUPPLIES
250,2000-04-28 15:23:06.031477,859,Liam
251,2000-05-11 03:00:26.183938,388,Morgan
252,2000-05-17 00:10:25.180581,-17,MAINTENANCE
253,2000-06-26 07:05:11.991861,-204,SUPPLIES
254,2000-07-26 03:33:35.637633,-386,FUNDING
255,2000-08-05 10:11:02.008608,320,Morgan
256,2000-08-06 05:05:22.749231,624,Emma
257,2000-10-30 10:42:58.304218,69,Emma
258,2001-03-06 17:46:47.871225,-465,FUNDING
259,2001-08-03 17:39:50.541726,241,Morgan
260,2001-11-28 12:22:49.117125,737,Jaden
261,2002-02-02 07:11:47.397014,367,Liam
262,2002-03-06 14:01:50.866743,834,Jaden
263,2002-06-22 01:43:31.527943,-675,SUPPLIES
264,2002-07-21 19:06:36.940985,173,Emma
265,2002-08-03 20:10:54.120251,-1952,MAINTENANCE
266,2002-08-23 12:14:57.147170,-74,SUPPLIES
267,2002-09-28 00:04:31.325059,-53,SUPPLIES
268,2002-11-14 00:46:22.151241,-544,SUPPLIES
269,2002-11-15 22:12:49.233391,175,Joey
270,2002-12-07 08:55:35.216468,-415,FUNDING
271,2002-12-26 15:12:12.102987,-1,FUNDING
272,2003-01-21 00:51:54.872934,178,Nicoletta
273,2003-03-01 00:32:22.260186,-72,MAINTENANCE
274,2003-03-22 19:35:02.272062,-60,MAINTENANCE
275,2003-03-30 15:27:34.889442,7,Mehak
276,2003-04-29 17:54:03.408500,-34,SUPPLIES
277,2003-05-20 21:34:14.966465,-14,FUNDING
278,2003-05-28 17:38:45.080612,-9,SUPPLIES
279,2003-06-15 05:53:42.589471,689,Nicoletta
280,2003-06-21 13:05:47.114251,209,Jaden
281,2003-07-16 01:23:10.623291,-769,SUPPLIES
282,2003-08-16 23:42:41.897157,-53,SUPPLIES
283,2003-08-26 23:12:01.669135,-38,FUNDING
284,2003-10-01 08:31:16.752497,14,Mehak
285,2003-10-05 13:57:34.493682,665,Morgan
286,2003-11-20 03:28:22.157982,-262,FUNDING
287,2003-12-22 06:00:38.436868,-39,SUPPLIES
288,2003-12-26 12:18:05.368247,-386,MAINTENANCE
289,2003-12-27 07:49:02.623518,-11,SUPPLIES
290,2004-01-08 22:00:01.052984,-4,FUNDING
291,2004-01-09 07:10:50.363588,245,Mehak
292,2004-01-16 05:47:25.544503,825,Mehak
293,2004-02-09 14:42:20.632996,-723,SUPPLIES
294,2004-02-11 23:28:31.491449,445,Morgan
295,2004-04-18 01:33:31.538074,-345,FUNDING
296,2004-04-26 15:04:20.866466,-165,SUPPLIES
297,2004-05-13 19:36:42.560041,-219,SUPPLIES
298,2004-05-25 23:25:05.839582,940,Mehak
299,2004-08-21 02:30:13.667095,-314,FUNDING
300,2004-10-10 07:04:19.245191,-487,SUPPLIES
301,2004-11-21 14:05:07.499323,518,Morgan
302,2004-12-14 05:19:41.211882,-66,MAINTENANCE
303,2004-12-25 13:14:47.883709,729,Jaden
304,2005-04-01 08:45:53.194444,-956,SUPPLIES
305,2005-04-22 21:46:09.308752,275,Emma
306,2005-05-09 15:27:44.715156,446,Mehak
307,2005-05-23 15:08:02.535961,56,Morgan
308,2005-08-17 16:08:20.676539,-906,FUNDING
309,2005-08-19 01:50:32.891147,-119,FUNDING
310,2005-10-16 06:12:11.490019,258,Emma
311,2005-11-03 22:23:42.270108,-188,FUNDING
312,2005-11-06 00:32:34.223629,-22,FUNDING
313,2005-11-17 14:01:51.748809,-81,MAINTENANCE
314,2006-01-28 20:18:35.456445,-7,MAINTENANCE
315,2006-03-16 07:36:51.296625,880,Mehak
316,2006-03-20 08:28:57.578602,463,Nicoletta
317,2006-04-06 11:06:37.598599,-1004,FUNDING
318,2006-04-28 23:34:58.119841,-426,FUNDING
319,2006-05-17 13:25:46.491856,-32,FUNDING
320,2006-08-20 14:11:03.387914,755,Mehak
321,2006-09-23 13:55:52.728944,-589,SUPPLIES
322,2006-09-25 09:29:12.361777,-97,SUPPLIES
323,2006-10-13 21:39:14.464826,873,Liam
324,2006-10-21 21:36:25.414288,-184,FUNDING
325,2006-10-24 06:07:31.352410,-8,MAINTENANCE
326,2006-11-01 12:50:31.197394,-615,FUNDING
327,2006-11-04 15:25:30.494831,87,Liam
328,2006-12-07 08:25:46.354108,-183,MAINTENANCE
329,2006-12-07 12:21:25.422214,868,Jaden
330,2006-12-19 16:02:14.151173,-271,MAINTENANCE
331,2007-03-16 08:55:13.836168,625,Joey
332,2007-05-11 11:48:54.687652,905,Jaden
333,2007-05-15 11:32:38.292097,-1462,MAINTENANCE
334,2007-05-31 15:20:16.934174,-54,MAINTENANCE
335,2007-08-21 19:02:29.450199,504,Joey
336,2007-08-23 10:26:54.751444,863,Joey
337,2007-09-03 01:21:45.498288,732,Jaden
338,2007-09-07 20:23:44.953838,530,Emma
339,2007-09-29 18:57:09.801613,-595,SUPPLIES
340,2007-10-04 21:01:34.696403,302,Nicoletta
341,2007-12-20 12:44:27.757425,412,Joey
342,2008-02-18 02:25:49.490912,691,Joey
343,2008-03-03 02:42:32.221336,-3724,FUNDING
344,2008-06-11 09:09:12.344244,-277,MAINTENANCE
345,2008-09-28 04:37:00.990441,-42,SUPPLIES
346,2008-10-26 06:39:40.284244,-61,MAINTENANCE
347,2009-01-13 11:38:05.999854,-12,FUNDING
348,2009-01-25 01:24:28.099816,35,Mehak
349,2009-03-19 13:15:14.776848,526,Jaden
350,2009-04-30 17:43:58.780924,610,Nicoletta
351,2009-05-14 04:46:41.707261,-525,MAINTENANCE
352,2009-05-17 04:53:56.951230,596,Jaden
353,2009-05-17 13:29:47.947418,-56,MAINTENANCE
354,2009-05-25 07:32:12.538673,-58,SUPPLIES
355,2009-06-30 04:23:21.182253,-981,FUNDING
356,2009-07-01 03:40:23.994464,728,Joey
357,2009-07-13 16:24:01.333595,927,Emma
358,2009-08-31 13:20:26.740910,826,Emma
359,2009-10-12 17:49:39.910933,-1128,FUNDING
360,2009-11-26 14:24:42.470230,318,Joey
361,2009-11-28 05:14:47.431824,812,Liam
362,2009-11-28 10:44:36.217927,-350,FUNDING
363,2009-12-08 12:29:51.865409,-265,MAINTENANCE
364,2009-12-19 17:33:26.460415,-807,SUPPLIES
365,2010-01-22 01:42:19.797969,-199,SUPPLIES
366,2010-05-17 07:45:53.827762,191,Jaden
367,2010-07-22 16:47:30.289143,-877,MAINTENANCE
368,2010-07-23 10:28:01.834754,538,Liam
369,2010-09-11 11:28:26.746726,670,Mehak
370,2010-09-24 02:56:37.611543,-1361,MAINTENANCE
371,2010-10-02 07:07:55.327279,-101,FUNDING
372,2010-10-07 17:11:16.006971,243,Morgan
373,2010-10-13 19:51:24.780067,-257,SUPPLIES
374,2010-10-31 03:43:36.832939,640,Morgan
375,2010-11-04 18:42:59.487259,-640,FUNDING
376,2011-02-18 18:24:29.566395,579,Joey
377,2011-02-22 10:47:45.873127,-630,FUNDING
378,2011-03-21 15:48:26.638783,123,Emma
379,2011-05-01 01:02:37.161486,948,Joey
380,2011-05-08 10:21:52.223574,235,Anthony
381,2011-05-15 13:45:24.749093,840,Mehak
382,2011-05-20 09:26:11.690000,256,Joey
383,2011-05-21 20:35:13.351765,930,Anthony
384,2011-11-27 08:50:37.415170,610,Anthony
385,2012-01-02 23:09:22.047195,241,Joey
386,2012-02-01 04:23:54.245180,458,Jaden
387,2012-02-11 01:25:57.729219,-267,FUNDING
388,2012-03-04 21:34:27.031788,9,Liam
389,2012-04-05 05:24:10.297921,-4363,SUPPLIES
390,2012-04-26 10:02:02.970659,654,Mehak
391,2012-05-01 17:31:00.508240,-201,SUPPLIES
392,2012-05-22 22:23:33.036778,-476,FUNDING
393,2012-05-27 00:02:04.607023,526,Mehak
394,2012-06-25 09:42:20.945305,89,Nicoletta
395,2012-07-08 06:40:02.478906,769,Liam
396,2012-07-30 05:41:57.284389,480,Joey
397,2012-08-31 02:42:15.103782,124,Morgan
398,2012-09-03 01:20:31.190957,-833,SUPPLIES
399,2012-10-28 04:18:40.127419,-380,SUPPLIES
400,2012-11-15 19:25:04.273766,500,Morgan
401,2012-12-14 11:49:22.466790,-178,MAINTENANCE
402,2012-12-20 07:06:56.037651,705,Emma
403,2013-01-25 03:23:13.263061,-142,FUNDING
404,2013-01-27 18:36:51.189222,151,Anthony
405,2013-02-16 23:46:50.499602,-54,SUPPLIES
406,2013-02-26 08:45:42.701683,-652,SUPPLIES
407,2013-02-26 19:20:55.203734,-414,SUPPLIES
408,2013-04-11 05:14:31.307747,945,Liam
409,2013-09-10 10:45:22.442223,915,Emma
410,2013-10-10 03:47:28.952859,-2383,SUPPLIES
411,2013-10-18 13:03:14.283454,145,Mehak
412,2013-10-29 04:26:30.906672,-15,FUNDING
413,2013-12-16 10:33:20.582168,167,Morgan
414,2013-12-27 02:28:25.174280,785,Liam
415,2014-01-20 00:16:12.110640,688,Morgan
416,2014-02-03 18:39:14.552545,-1504,FUNDING
417,2014-02-28 11:22:03.830045,-335,SUPPLIES
418,2014-04-05 15:07:32.776151,964,Joey
419,2014-04-21 02:48:00.808051,147,Mehak
420,2014-05-28 12:38:21.763648,716,Emma
421,2014-06-18 04:53:10.891384,980,Anthony
422,2014-07-20 06:03:42.169866,-543,FUNDING
423,2014-08-31 14:47:11.669039,-998,SUPPLIES
424,2014-09-04 14:12:04.226027,-567,FUNDING
425,2014-10-07 20:33:33.888968,889,Emma
426,2014-11-08 09:50:39.694444,-1230,FUNDING
427,2014-11-30 02:12:13.408343,353,Liam
428,2014-12-06 22:23:17.293490,587,Morgan
429,2015-01-08 04:02:58.530014,-1229,SUPPLIES
430,2015-01-25 03:37:46.299926,170,Morgan
431,2015-03-04 11:08:58.204919,139,Jaden
432,2015-03-23 08:31:49.072016,-271,MAINTENANCE
433,2015-05-10 06:13:20.037371,489,Morgan
434,2015-05-17 03:22:48.650428,573,Mehak
435,2015-05-31 13:46:51.115232,304,Morgan
436,2015-06-05 07:00:32.098288,-293,FUNDING
437,2015-07-21 02:33:34.515858,-747,SUPPLIES
438,2015-08-15 23:51:20.578581,753,Jaden
439,2015-08-31 00:21:21.380580,240,Anthony
440,2015-10-03 05:00:21.790294,244,Mehak
441,2015-10-09 10:27:04.434611,721,Emma
442,2015-10-19 18:55:55.645395,-1233,MAINTENANCE
443,2015-12-19 19:02:20.742872,-662,SUPPLIES
444,2016-01-18 18:38:13.099172,-422,FUNDING
445,2016-02-07 03:08:15.456044,-157,MAINTENANCE
446,2016-03-29 06:55:34.105847,685,Jaden
447,2016-03-31 02:26:44.878883,-164,FUNDING
448,2016-05-08 21:07:00.333908,-9,FUNDING
449,2016-05-09 03:33:41.397390,198,Morgan
450,2016-08-16 11:08:42.033980,-41,FUNDING
451,2016-08-29 04:05:34.858233,-15,FUNDING
452,2016-10-31 02:08:00.569382,825,Mehak
453,2016-11-17 20:18:18.085656,877,Jaden
454,2016-12-01 14:46:46.595113,850,Liam
455,2016-12-16 04:49:21.047515,-1496,SUPPLIES
456,2016-12-25 21:53:27.602082,-40,FUNDING
457,2017-02-15 21:03:22.848997,-749,FUNDING
458,2017-04-08 16:01:41.522797,967,Nicoletta
459,2017-04-19 06:22:27.544278,-738,SUPPLIES
460,2017-05-03 14:40:30.419203,-247,SUPPLIES
461,2017-05-03 23:10:57.183090,-68,FUNDING
462,2017-05-04 01:03:10.675663,-103,SUPPLIES
463,2017-06-10 00:12:38.446448,457,Anthony
464,2017-06-14 21:43:08.054816,615,Anthony
465,2017-07-17 12:24:03.205668,-519,FUNDING
466,2017-08-22 16:22:29.672017,-33,SUPPLIES
467,2017-09-21 21:53:03.092442,39,Jaden
468,2017-10-12 18:52:27.345199,-866,MAINTENANCE
469,2017-10-24 06:24:43.067693,-49,MAINTENANCE
470,2017-12-03 19:03:04.071354,-16,MAINTENANCE
471,2018-01-16 03:05:06.967604,-306,MAINTENANCE
472,2018-01-20 15:21:09.688479,-34,SUPPLIES
473,2018-03-22 03:15:28.213660,234,Mehak
474,2018-04-11 21:59:54.138154,-22,FUNDING
475,2018-05-07 01:17:55.821297,-115,MAINTENANCE
476,2018-05-13 00:43:20.888578,994,Emma
477,2018-05-20 09:35:25.169045,255,Emma
478,2018-05-24 23:40:23.470625,-39,SUPPLIES
479,2018-06-17 10:49:18.863664,859,Joey
480,2018-08-03 17:13:44.582271,-366,MAINTENANCE
481,2018-09-01 11:19:56.077658,744,Mehak
482,2018-10-13 07:14:05.222477,-1404,SUPPLIES
483,2018-11-07 16:17:58.802195,54,Mehak
484,2018-11-15 15:37:56.055356,-188,FUNDING
485,2018-12-04 13:22:04.685677,-237,SUPPLIES
486,2018-12-25 07:21:25.893944,81,Liam
487,2019-01-06 01:19:26.552439,281,Morgan
488,2019-01-15 18:24:58.698745,682,Morgan
489,2019-02-04 20:58:43.494281,-1553,FUNDING
490,2019-05-10 10:01:13.883377,416,Mehak
491,2019-05-19 06:54:12.374018,-332,SUPPLIES
492,2019-06-16 18:24:43.378672,-256,FUNDING
493,2019-06-27 15:28:52.048245,-25,MAINTENANCE
494,2019-07-25 00:15:38.182590,-45,SUPPLIES
495,2019-08-22 17:04:34.459229,-18,FUNDING
496,2019-11-20 07:51:45.182059,-37,MAINTENANCE
497,2019-12-07 13:19:03.362697,256,Nicoletta
498,2019-12-08 20:09:54.554425,-5,MAINTENANCE
499,2019-12-11 22:58:56.223016,-64,MAINTENANCE
