,TimeStamp,Amount,N/P
87,1992-10-01 09:45:52.475646,-178,FUNDING
88,1992-12-22 19:42:43.794898,-24,MAINTENANCE
89,1993-02-10 19:36:56.712389,-43,SUPPLIES
90,1993-03-10 10:38:04.459520,-39,SUPPLIES
91,1993-05-08 06:51:02.378096,682,Emma
92,1993-06-01 13:19:09.214668,-47,MAINTENANCE
93,1993-06-19 10:51:38.902393,633,Nicoletta
94,1993-07-19 12:07:35.701363,-1114,MAINTENANCE
95,1993-08-06 22:17:50.598257,-142,MAINTENANCE
96,1993-09-30 09:00:10.325304,198,Morgan
97,1993-10-23 17:13:41.451379,384,Mehak
98,1994-02-24 09:14:21.900914,-156,SUPPLIES
99,1994-04-08 23:25:19.459192,-235,FUNDING
100,1994-06-10 11:56:11.477428,-12,FUNDING
101,1994-06-14 16:46:34.083419,729,Nicoletta
102,1994-07-24 19:06:47.325251,970,Joey
103,1994-09-01 15:01:44.334431,-1366,FUNDING
104,1994-09-30 03:16:54.443171,796,Liam
105,1994-11-06 01:47:17.258948,77,Morgan
106,1994-11-14 05:21:39.186864,-163,FUNDING
107,1994-12-02 03:30:10.202110,-837,FUNDING
108,1995-01-08 05:28:46.089791,674,Emma
109,1995-04-05 21:47:40.131336,694,Anthony
110,1995-04-25 08:07:59.864273,107,Jaden
111,1995-08-04 19:58:58.550994,-1442,SUPPLIES
112,1995-11-07 09:36:34.904995,-49,FUNDING
113,1995-11-20 02:19:12.368962,-65,SUPPLIES
114,1996-03-13 11:16:02.516359,-144,FUNDING
115,1996-03-28 01:42:38.427002,400,Jaden
116,1996-06-02 17:01:46.553411,-407,MAINTENANCE
117,1996-07-20 03:03:40.340143,356,Liam
118,1996-08-19 17:44:15.424941,-325,MAINTENANCE
119,1996-08-23 22:14:04.931831,177,Joey
120,1996-10-06 21:38:07.972287,339,Joey
121,1996-10-12 09:44:24.995497,107,Emma
122,1996-11-06 06:21:12.709260,821,Emma
123,1997-03-04 11:51:12.287984,-1385,SUPPLIES
124,1997-05-03 09:08:17.880191,622,Joey
125,1997-07-19 10:14:50.365375,782,Morgan
126,1997-07-25 05:22:21.152998,741,Liam
127,1997-08-12 11:51:23.574931,862,Emma
128,1997-12-19 10:55:30.905853,853,Jaden
129,1998-01-21 05:40:50.075483,632,Joey
130,1998-02-24 10:13:17.064550,572,Nicoletta
131,1998-04-13 01:43:12.221272,565,Emma
132,1998-07-03 03:25:35.600852,-4124,FUNDING
133,1998-08-16 22:13:42.969827,358,Morgan
134,1998-09-07 05:54:31.777052,482,Emma
135,1998-12-12 18:43:25.733616,58,Mehak
136,1999-01-26 10:06:46.027183,-105,SUPPLIES
137,1999-03-09 21:03:49.817837,249,Joey
138,2000-02-05 17:55:47.628624,721,Mehak
139,2000-04-26 09:10:48.936272,425,Joey
140,2000-05-09 07:33:50.412431,-55,MAINTENANCE
141,2000-05-21 16:16:40.685472,61,Mehak
142,2000-09-24 15:37:48.298951,-2776,FUNDING
143,2000-10-20 04:53:03.693573,-645,SUPPLIES
144,2000-12-16 06:38:09.250878,-58,SUPPLIES
145,2001-07-14 05:50:13.933403,192,Anthony
146,2001-07-21 08:56:51.532644,-75,FUNDING
147,2001-11-09 05:54:56.286408,-84,SUPPLIES
148,2002-01-29 06:00:39.364931,-407,MAINTENANCE
149,2002-02-22 22:24:55.989875,-81,SUPPLIES
150,2002-04-13 00:25:22.736261,-12,SUPPLIES
151,2002-04-18 21:07:34.202524,168,Morgan
152,2002-08-03 16:04:39.778128,429,Anthony
153,2002-09-13 17:44:00.925364,-162,MAINTENANCE
154,2002-10-10 10:46:24.386365,802,Anthony
155,2002-12-22 11:19:50.389586,-623,FUNDING
156,2003-06-06 12:45:23.552519,-56,MAINTENANCE
157,2003-07-25 12:01:44.998063,-260,SUPPLIES
158,2003-08-25 21:38:41.543478,513,Anthony
159,2003-10-21 18:43:19.327473,-648,SUPPLIES
160,2004-02-25 05:43:33.018648,394,Mehak
161,2004-02-26 10:37:41.173785,-124,MAINTENANCE
162,2004-03-31 23:17:10.625188,889,Joey
163,2004-05-18 03:11:13.864180,506,Liam
164,2004-06-16 13:23:32.283117,-559,SUPPLIES
165,2004-07-27 07:24:45.986513,255,Anthony
166,2004-08-07 21:19:12.288677,835,Mehak
167,2004-09-01 03:48:58.342903,-125,SUPPLIES
168,2004-09-15 03:13:24.199856,35,Liam
169,2004-10-26 14:27:35.701608,-167,SUPPLIES
170,2004-10-29 11:36:39.221198,-1974,FUNDING
171,2004-11-16 14:04:45.355900,-87,FUNDING
172,2005-01-09 05:10:52.935770,-57,MAINTENANCE
173,2005-01-11 16:33:25.604757,436,Joey
174,2005-05-21 23:47:22.419801,633,Emma
175,2005-06-12 17:27:51.619809,617,Nicoletta
176,2005-07-13 19:57:12.599797,-1129,SUPPLIES
177,2005-09-27 21:53:40.390783,-285,SUPPLIES
178,2005-10-13 07:25:01.300319,581,Nicoletta
179,2006-01-05 19:51:40.387958,499,Liam
180,2006-04-06 02:56:00.948217,-673,MAINTENANCE
181,2007-05-09 13:14:36.647525,-216,SUPPLIES
182,2007-07-06 22:29:40.689439,751,Emma
183,2007-08-04 03:22:23.348081,-403,MAINTENANCE
184,2007-09-14 23:17:02.175805,-311,SUPPLIES
185,2007-10-28 00:56:27.310792,-228,FUNDING
186,2008-06-08 04:45:08.956994,792,Joey
187,2008-10-13 19:29:15.997410,503,Anthony
188,2009-02-04 19:28:22.813729,271,Liam
189,2009-06-04 02:35:48.160098,799,Nicoletta
190,2009-06-30 12:24:03.110861,338,Joey
191,2009-08-03 01:33:44.152586,-245,SUPPLIES
192,2009-09-11 22:22:52.900341,359,Nicoletta
193,2009-11-11 12:26:06.575695,-1362,FUNDING
194,2009-11-13 04:03:42.811731,-832,MAINTENANCE
195,2010-02-24 11:21:59.327020,977,Liam
196,2010-04-18 09:08:10.263566,592,Mehak
197,2010-07-20 21:42:11.654760,683,Liam
198,2010-08-31 09:11:30.077754,674,Morgan
199,2010-10-23 11:32:52.542945,231,Emma
200,2011-01-27 03:16:59.081713,794,Morgan
201,2011-02-27 09:02:14.662339,-2090,SUPPLIES
202,2011-03-22 01:25:08.050512,275,Emma
203,2011-04-27 10:50:47.387019,458,Emma
204,2011-09-20 11:06:53.238380,801,Mehak
205,2011-09-21 02:45:07.305317,-3932,MAINTENANCE
206,2011-12-11 16:38:11.815887,-143,MAINTENANCE
207,2012-03-11 22:44:20.626819,975,Morgan
208,2012-04-10 00:53:26.415321,263,Liam
209,2013-03-12 07:41:50.561102,541,Emma
210,2013-03-30 09:06:09.727584,654,Jaden
211,2013-05-03 04:16:04.164305,877,Emma
212,2013-08-01 03:08:31.475820,-2715,MAINTENANCE
213,2014-02-15 04:34:52.606838,760,Liam
214,2014-02-20 17:23:05.378420,-1570,SUPPLIES
215,2014-03-09 08:42:10.570609,463,Anthony
216,2014-05-03 23:39:39.638368,689,Emma
217,2014-05-06 16:29:03.005735,-842,MAINTENANCE
218,2014-08-02 01:13:58.692506,-81,MAINTENANCE
219,2014-08-05 06:15:09.576994,-168,MAINTENANCE
220,2014-12-06 04:26:50.050763,-57,MAINTENANCE
221,2015-01-18 10:44:51.011781,-1,SUPPLIES
222,2015-01-23 17:33:33.076857,-2,SUPPLIES
223,2015-02-25 04:37:20.033989,-1,MAINTENANCE
224,2015-03-14 00:28:54.506583,577,Jaden
225,2015-07-22 18:48:49.147113,614,Emma
226,2016-05-13 13:13:25.053778,842,Anthony
227,2016-07-19 22:07:40.396435,59,Anthony
228,2016-09-06 13:36:25.250213,589,Liam
229,2016-09-09 06:13:11.375201,-788,SUPPLIES
230,2016-10-17 09:36:53.877389,699,Joey
231,2016-11-30 07:35:07.675911,-1222,FUNDING
232,2016-12-09 08:16:21.076723,-813,MAINTENANCE
233,2017-04-08 06:21:53.063970,113,Emma
234,2017-09-07 22:57:50.127178,-546,SUPPLIES
235,2017-10-31 02:23:17.185130,-19,MAINTENANCE
236,2017-11-06 14:33:04.984850,-67,MAINTENANCE
237,2018-01-05 23:03:50.640163,-15,SUPPLIES
238,2018-01-28 15:45:34.861774,825,Joey
239,2018-03-21 16:37:49.516496,-441,SUPPLIES
240,2018-06-18 14:18:11.729188,0,FUNDING
241,2018-10-02 14:40:54.450778,-314,MAINTENANCE
242,2018-10-03 09:13:15.340692,-6,SUPPLIES
243,2018-11-26 04:42:00.271859,830,Mehak
244,2018-12-28 01:18:27.040037,-613,FUNDING
245,2019-01-03 08:57:44.361337,209,Morgan
246,2019-02-11 02:40:28.384917,397,Emma
247,2019-04-10 07:38:21.961581,-181,SUPPLIES
248,2019-04-19 23:34:58.638757,437,Liam
249,2019-11-14 11:04:53.123361,-525,SUPPLIES
